,min_spectro_db,max_spectro_db,filename
316,-40.83962,39.16038,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
317,-42.85051,37.14949,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
318,-41.41413,38.58587,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
319,-42.871983,37.128017,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
320,-41.735947,38.264053,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
321,-41.54632,38.45368,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
322,-39.683247,40.316753,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
323,-34.716545,45.283455,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
324,-42.208366,37.791634,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Rokudan.mp3
325,-38.057518,41.942482,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
326,-37.816753,42.183247,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
327,-43.462025,36.537975,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
328,-39.584984,40.415016,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
329,-47.159393,32.840607,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
330,-46.150738,33.849262,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
331,-53.918808,26.08119,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
332,-43.631092,36.368908,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
333,-44.70962,35.29038,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
334,-47.384373,32.615627,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
335,-46.17583,33.82417,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
336,-51.449356,28.550642,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
337,-44.997944,35.002056,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
338,-41.964848,38.035152,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
339,-45.072075,34.927925,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
340,-44.726788,35.273212,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
341,-41.694595,38.305405,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
342,-41.82718,38.17282,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
343,-47.173687,32.826313,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
344,-48.094055,31.905947,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
345,-46.175156,33.824844,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
346,-48.85258,31.147419,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
347,-47.107334,32.892666,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
348,-47.206337,32.793663,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
349,-44.097324,35.902676,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
350,-45.37581,34.62419,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
351,-42.28483,37.71517,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
352,-44.779438,35.220562,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
353,-38.124393,41.875607,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
354,-42.905823,37.094177,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
355,-43.171078,36.828922,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
356,-43.976013,36.023987,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
357,-43.84827,36.15173,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
358,-42.899364,37.100636,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
359,-39.80355,40.19645,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
360,-43.689995,36.310005,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
361,-38.121906,41.878094,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
362,-43.039593,36.960407,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
363,-43.416626,36.583374,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
364,-38.51808,41.48192,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
365,-37.681435,42.318565,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
366,-44.954674,35.045326,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
367,-50.196915,29.803083,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
368,-40.585182,39.414818,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
369,-36.42608,43.57392,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
370,-38.3474,41.6526,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
371,-44.031616,35.968384,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
372,-39.531517,40.468483,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
373,-44.12842,35.87158,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
374,-42.165665,37.834335,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
375,-37.45893,42.54107,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
376,-47.27363,32.72637,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
377,-43.93841,36.06159,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
378,-41.208885,38.791115,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
379,-35.91232,44.08768,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
380,-39.146152,40.853848,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
381,-42.989677,37.010323,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
382,-39.694557,40.305443,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
383,-37.115746,42.884254,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
384,-39.13898,40.86102,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
385,-40.615788,39.384212,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
386,-39.531265,40.468735,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
387,-41.096973,38.903027,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
388,-39.180027,40.819973,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
389,-38.119667,41.880333,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
390,-42.6174,37.3826,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
391,-42.370846,37.629154,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
392,-37.761436,42.238564,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
393,-35.556736,44.443264,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
394,-38.37111,41.62889,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
395,-35.639336,44.360664,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
396,-37.754944,42.245056,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
397,-40.369133,39.630867,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
398,-37.772575,42.227425,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
399,-40.150772,39.849228,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
400,-43.25183,36.74817,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
401,-42.303272,37.696728,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
402,-38.192894,41.807106,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
403,-40.108646,39.891354,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
404,-43.025635,36.974365,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
405,-40.82661,39.17339,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
406,-39.81201,40.18799,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
407,-39.0822,40.9178,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
408,-38.915905,41.084095,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
409,-42.430996,37.569004,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
410,-41.14955,38.85045,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
411,-34.846577,45.153423,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
412,-38.39933,41.60067,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
413,-39.832043,40.167957,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
414,-40.356224,39.643776,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
415,-35.599094,44.400906,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
416,-44.665382,35.334618,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
417,-44.946026,35.053974,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
418,-47.796825,32.203175,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
419,-45.82151,34.17849,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
420,-41.990704,38.009296,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
421,-42.450085,37.549915,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
422,-45.920704,34.079296,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
423,-37.868454,42.131546,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
424,-43.730526,36.269474,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
425,-44.233505,35.766495,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
426,-48.512123,31.487877,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
427,-44.236732,35.763268,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
428,-42.05332,37.94668,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
429,-38.83864,41.16136,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
430,-44.59971,35.40029,JA - Nanae Yoshimura  The Art of Koto Vol 1 - Zangetsu.mp3
431,-40.005383,39.994617,JA - quatuor.mp3
432,-45.481964,34.518036,JA - quatuor.mp3
433,-47.679592,32.320408,JA - quatuor.mp3
434,-44.546864,35.453136,JA - quatuor.mp3
435,-36.709152,43.290848,JA - quatuor.mp3
436,-39.938637,40.061363,JA - quatuor.mp3
437,-43.30546,36.69454,JA - quatuor.mp3
438,-40.3694,39.6306,JA - quatuor.mp3
439,-44.01483,35.98517,JA - quatuor.mp3
440,-61.369667,18.630335,JA - quatuor.mp3
441,-54.512825,25.487177,JA - quatuor.mp3
442,-44.427338,35.572662,JA - quatuor.mp3
443,-41.766132,38.233868,JA - quatuor.mp3
444,-44.94603,35.05397,JA - quatuor.mp3
445,-40.60441,39.39559,JA - quatuor.mp3
446,-46.264706,33.735294,JA - quatuor.mp3
447,-41.74601,38.25399,JA - quatuor.mp3
448,-41.654285,38.345715,JA - quatuor.mp3
449,-46.989113,33.010887,JA - quatuor.mp3
450,-41.28801,38.71199,JA - quatuor.mp3
451,-43.92562,36.07438,JA - quatuor.mp3
452,-37.694202,42.305798,JA - quatuor.mp3
453,-38.123302,41.876698,JA - quatuor.mp3
454,-40.39582,39.60418,JA - quatuor.mp3
455,-37.549652,42.450348,JA - quatuor.mp3
456,-39.94487,40.05513,JA - quatuor.mp3
457,-42.951927,37.048073,JA - quatuor.mp3
458,-39.646637,40.353363,JA - quatuor.mp3
459,-36.334465,43.665535,JA - quatuor.mp3
460,-37.018696,42.981304,JA - quatuor.mp3
461,-40.323006,39.676994,JA - quatuor.mp3
462,-40.11337,39.88663,JA - quatuor.mp3
463,-38.45452,41.54548,JA - quatuor.mp3
464,-37.30374,42.69626,JA - quatuor.mp3
465,-40.37139,39.62861,JA - quatuor.mp3
466,-37.7532,42.2468,JA - quatuor.mp3
467,-41.059612,38.940388,JA - quatuor.mp3
468,-37.034454,42.965546,JA - quatuor.mp3
469,-39.6191,40.3809,JA - quatuor.mp3
470,-35.820827,44.179173,JA - quatuor.mp3
471,-36.50107,43.49893,JA - quatuor.mp3
472,-37.974167,42.025833,JA - quatuor.mp3
